Drug,Review,Score,Likes
Lorazepam,"I have been using Ativan for over 1 year and I am extremely pleased with its actions. I have been a chronic back pain sufferer for over a decade. My pain, medications, and change of lifestyle cause much anxiety, and my quality of life has greatly been improved since beginning use of Ativan. I was started on 1 mg 3X a day (when required) and still find it effective, at same dosage, but have noticed I don't get as tired after taking a dose as I once did, which is a good thing.",9,14
Lorazepam,"I've been taking Bupropion for depression about 5 years and my doctor added Lorazapam about 6 months ago for anxiety. I take 1 mg usually once a day although sometimes the day may call for a second dose. I try to wait until late in the day to take it, since I also take Rozerum for sleeplessness. Lorazapam usually works in about 20 minutes to calm things down but probably half the time I may not realize any change. Rozerum alone at bedtime gives me 3-4 hours sleep but by taking Lorazapam a few hours sooner I get 5-6 hours sleep. No noticeable side effects.",6,15
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have been dealing with a lot of stress, and ended up in the hospital with a panic attack. I have anxiety and panic disorder, and I have been taking Ativan for nearly three months. I only take it when I am at the point I can no longer breathe, and I am shaking. It is quick and effective, it causes me to calm down enough that I can breath, I stop shaking, and I am able to concentrate. I love it, and am pleased with the effects of it. The down side, is I tend to feel a bit loopy for like an hour after taking it, but then I'm fine again, also eating helps this time period. Unfortunately I have to switch to Xanax because my new doctor likes them more. I'm hoping for the same effect, but I would completely recommend it.",0,42
Lorazepam,Great for relatively fast relief.,8,9
Lorazepam,<b>Ativan (lorazepam):</b>			 Fast and effective.,0,24
Lorazepam,"<b>Ativan (lorazepam):</b>			 Overall great medication, keep it at a small dose use only when you really need it. First try fighting your anxiety and then if that doesn't help, use your medicines. This drug has been proven to become addicting, I hope this has helped some out there like me suffering from panic attacks and anxiety.",0,98
Lorazepam,"I am 28 years old and have been taking Ativan for 7 years now for Anxiety and Panic Attacks. I started at 0.5 mg at bedtime, and over the years have needed constant increases. I am now taking 2 mg three times a day. The pill does it's job, but if I am even a hour late taking it (from when I usually do) I start developing severe mood swings, agitation, anxiety, total feeling like I am going crazy. I take the pill, and in about a hour I am feeling normal again. This has caused alot of stress in my relationship. My wife knows exactly when I need my pill, and even my oldest son started saying I think daddy needs his pill I have tried to taper in the past but the withdrawal side effects were bad. I hope one day to come off this drug.",5,19
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have acute panic disorder. I was on SSRI's for a while but they did not work for me to stop the attacks. My doctor decided to put me on Lorazapem. It did stop my panic attacks very well and I started to feel good for a while, I was taking 0.5mg every day. About a year after I had developed a faster heart rate during my panic attacks and I started seeing my pulse pounding on my neck.  I still used it and thought that it was probably a new health condition. After going to several cardiac test, nothing was found wrong with my heart. I read a message at a discussion board one day. Ativan may cause rapid heart rate, a pounding pulse on the neck and chest. I stopped taking it and switched to Xanax. All my symptoms went away.",0,35
Lorazepam,<b>Ativan (lorazepam):</b>			 I have anxiety and I tried valium and xanax but Ativan works best for me.,0,164
Lorazepam,"I have been taking lorazepam for 1 year after going to ER to be treated for panic attack.  My husband is a bad driver, and we were moving 4000 miles away. I would like to kick it but it does help me get through the days as my husband is difficult to live with.  Retirement is no picnic and can cause anxiety.  Also being deaf can cause stress.",10,13
Lorazepam,"<b>Ativan (lorazepam):</b>			 It works great for anxiety.  The 2 major downfalls I've noticed, is 1) I built up a tolerance FAST, so I need a stronger dosage quite often, and 2) it sometimes takes up to 2 hrs to kick in!  but its a good pill I can take to get me through stressful classes.",0,34
Lorazepam,"I went to ER for symptoms I thought was something else, it turned out to be anxiety/panic attacks. I took 0.5mg while there. I left later on a cloud. That was a month ago. Great if not abused but life changes should be in conjunction with medicine.",0,9
Lorazepam,<b>Ativan (lorazepam):</b>			 I have suffered from panic attacks for years and couldn't get by without it...I take it as needed. It works quickly and takes the edge off. I take the 0.5 mg.,0,51
Lorazepam,"While I was taking lorazepam I did notice my anxiety and stress level to go down. When I decided to go off of the drug, I experienced horrible anxiety for hours at a time. Because of this I am nervous to take anything else for my anxiety.",4,12
Lorazepam,"Works great for my grandmothers dementia, and sundowner symptoms...",9,7
Lorazepam,"<b>Ativan (lorazepam):</b>			 Has been a wonder drug for me. I keep my dosages low and take no more than needed, sometimes at the cost of not taking enough. My only complaint is it takes too long for it take effect, sometimes up to 2 hrs.",0,31
Lorazepam,"<b>Ativan (lorazepam):</b>			 Originally prescribed for anxiety related to flying. It does well with general non flight-related anxiety (thought racing, panicky feelings), but am having a hard time finding right time to take dosage before a flight. Am prescribed 1 mg (doctor said I could take up to 4 times or so without any adverse effects). So far, I am less anxious on plane (I don't cry as much, at least, but am still shaking and jumpy whole flight). Strangest thing is I never remember getting off plane, claiming baggage and rides to hotel. I always remember flight and being scared, but the airports (both) are a blur! Maybe my timing is off. Am flying again in 1 week, so I will try my timing again. Luckily our favorite vacation spot is only an hour away, but whew.",0,17
Lorazepam,"<b>Ativan (lorazepam):</b>			 Ativan has a troublesome history of abuse and ignorance associated with it. People expecting some magical pill to solve all their problems on a daily basis, following the advise of a doctor rather than there own body. I lead a stressful life and sometimes there's no amount of relaxing watching movies etc to get my body to calm down. I always want to get up and run workout etc. If used properly it's a lifesaving medication for me, losing my hair from stress Gilberts syndrome etc finally I am able to enjoy my life again enjoy movies etc. Used properly it's a tool I wish to have at my touch at all times available. Responsibility and moderation to all.",0,103
Lorazepam,"When diagnosed with a rare psychiatrically based seizure disorder over 30 years ago, it took ten tries to find this medication. All the others had significant side effects. The only noticeable one is immediate memory loss, with long term memory intact. I find that an acceptable trade-off.  I take it only as prescribed, but have to be careful of supplements that also thin my blood.",10,8
Lorazepam,<b>Ativan (lorazepam):</b>			 It's very helpful.,0,19
Lorazepam,"I do not feel any side effects. I only use it when needed, when I do, it works pretty quickly, my shaking and twitching disappear in a matter of seconds.",10,9
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have terrible anxiety and panic disorder due to PTSD for many years. Ativan has helped me to have a conversation without tripping over my words. I still do that sometimes, but not every time I opened my mouth to speak.",0,36
Lorazepam,Good.,8,6
Lorazepam,"<b>Ativan (lorazepam):</b>			 I'm on 0.5mg 3 times a day. I feel great. I'm happy, calm, and back to my old self again, without anxiety flare ups. I love this medicine, and would recommend it to anyone. Personally I think this is the best benzodiazepine, take it with caution though, but if you truly need it like I do, then find a doctor willing to prescribe it. Good luck.",0,141
Lorazepam,"I got anxiety real bad one time and had to go to the hospital.  When I took this, it took my anxiety away in about 10 to 15 minutes, but it made me tired and I woke up later than usual the next day.",8,6
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have been on Ativan or lorazepam for 7 years now. It has saved my life. My now grown children say it is my nice pill. And yes I wasn't a very nice mom when they were growing up. So it is a fare statement. I need it also as an on the spot antianxiety, for depression and nervous breakdowns.",0,157
Lorazepam,This drug is okay. It calms me down if I take it as needed but it just makes me tired if I take it all the time.,5,6
Lorazepam,"<b>Ativan (lorazepam):</b>			 Ativan at 0.5mg works for me.  No side effects.  I just feel calm.  My doctor gave me a prescription for 1mg but that causes a drowsiness, which finds me napping and losing part of the day.  So I am not going to take that strength. He said I could take the 0.5mg 2 to 3 times a day if necessary.  I find twice a day is working well.",0,106
Lorazepam,"<b>Ativan (lorazepam):</b>			 I think this drug is wonderful but, like alcohol, it needs to be taken in moderation or else you'll get addicted to it. I like to use Ativan 0.5mg whenever I have a little episode or I'm really stressed and the drug works really quickly. I also use it to put me to sleep. In short: good drug.",0,50
Lorazepam,"<b>Ativan (lorazepam):</b>			 The nurse didn't lie - no anxiety, less nicotine cravings. I'd stay smoke free, but I'm hyper without the cigarettes. At least I've decided strongly against alcohol and drugs. 1 day at a time, 1 step at a time. I'll quit smoking eventually. Then I'll replace the hyperactivity negativity with positive exercise. I don't want another relapse.",0,31
Lorazepam,"At 19, I experienced my first anxiety attack an was having 5 /day. After visiting the E.R everytime they finally sent me to a psychologist who prescribed me medication, showed relaxation techniques and Bio-feedback. I only take medicines now at 34 (1mg 4 x day generic brand). I WISH I COULD AFFORD ATIVAN IT WORKS BETTER.",10,7
Lorazepam,This medication has helped me a lot. I am taking 1mg of lorazepam and 1/2 mg of Xanax and this together works really great. Thanks,9,5
Lorazepam,"For STATUS EPILEPTICUS: This is what I request be given to my husband at the ER because it stops his seizures and prevents the resulting vomiting. For ANXIETY: 1mg has helped me just enough that I was able to use relaxation techniques and avoid panicking before dental procedures.  For PANIC: Doesn't work for me at all.  For SEDATION: Doesn't work for me at all, even in the maximum dosage.  For NAUSEA: Doesn't work for me at all.  MANIA: 500mcg suppresses manic episodes perfectly for me.  RESULT: I don't think that this works very well in people with severe panic disorder w/ agoraphobia.",6,4
Lorazepam,<b>Ativan (lorazepam):</b>			 Very good medicine. Helped me out of three days of non stop panic attacks. Went to the ER and the doctor wrote me a prescription.,0,41
Lorazepam,"<b>Ativan (lorazepam):</b>			 This drug gave me my life back, seriously. I suffered a minor heart attack a couple of months ago, caused by a blocked artery. After taking a month off I was feeling fine. However, once I went back to work I would experience severe attacks where I had severe shortness of breath and dizziness. I also had similar attacks while driving. I ended up on the ER 3 times in 3 weeks because I thought I was having another attack. Turns out the severity of the panic/anxiety attacks was the root cause. I take one 1mg a day (2nd 1mg ONLY if necessary) and my life is back to normal.",0,85
Lorazepam,"<b>Ativan (lorazepam):</b>			 Ativan is great for anxiety flare-ups; especially when breathing or alternative methods won't cut it. However, certain manufacturers make their pills slightly differently and some seem to be more sedating and then I feel out of it. I wish there wasn't a price war for the least expensive medication so the pharmacy would stick to one brand. Even the generic isn't working to control my anxiety right now. When my pharmacy carries the right brand, it works perfectly for those fear and flee moments that I can't get under control.",0,45
Lorazepam,<b>Ativan (lorazepam):</b>			 Truly a life saver. I take 1.0mg on an as needed basis. I like it that it doesn't give me a hang over and it is short acting for me- usually lasts 4 hours. Klonopin works the same but is longer lasting and a little stronger.,0,39
Lorazepam,<b>Ativan (lorazepam):</b>			 I've had no obvious side effects except dry mouth. I had severe panic attacks (12-15 a day) before taking Ativan. I couldn't work and thought I was dying. Since I started it I have had only one full blown panic attack in 5 years.,0,133
Lorazepam,For jet-lag.,9,1
Lorazepam,"<b>Ativan (lorazepam):</b>			 Effects are short-lived, but Ativan is great for acute panic episodes.  On the downside of things tolerance builds quickly.",0,40
Lorazepam,Very light benzodiazepine. Perfect if stressing out at work and Xanax makes you too tired to function. Quick acting and short-lasting.,9,8
Lorazepam,"I have used Lorazepam 1mg tablets 3 times daily for 35 years without any side effects. I cannot live without it nor do I want to live without its effect on my brain.  Without it I am an INTROVERT, with it I have been a successful EXTROVERT.  As a doctor once mentioned to me the release of my Secret Springs occur and I get flushed as red as a beet of thoughts that go through my mind when I am talking to people. I will not live like that ever again.  At times doctors have been reluctant to give it to me, I beg and explain my reactions without it. So far, I have always gotten a prescription.  I have NEVER abused it by taking more than the 3 mg's per day and I realize how powerful it is on the brain.",10,27
Lorazepam,"<b>Ativan (lorazepam):</b>			 I was prescribed Ativan for anxiety due to working in a high stress job (prison). Once during a riot at work I had my first ever panic attack, my heart rate was so high that the on call nurse said if I hadn't taken Ativan I would have ended up in the ER. However I started treatment with Effexor XR and that has ceased all my anxiety, so I have recently been using the Ativan to help me sleep, and it works fine to help me relax.",0,38
Lorazepam,<b>Ativan (lorazepam):</b>			 Works,0,14
Lorazepam,"<b>Ativan (lorazepam):</b>			 My elderly dad was prescribed a low dose of Ativan for anxiety. Within 2 weeks he started having auditory hallucinations and could not sleep because the walls were talking to him. After he passed every physical test in an emergency visit to the local ER- from a cat scan to blood work and everything in between, the psychiatrist on duty matter of factly told me that Ativan has been known to cause delirium in elderly patients.",0,47
Lorazepam,<b>Ativan (lorazepam):</b>			 This is the only treatment I found that made me feel like a normal human being again!,0,112
Lorazepam,<b>Ativan (lorazepam):</b>			 Ativan works like a charm for anxiety.,0,65
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have heard people complain that Ativan is addictive, but I myself have been taking off and on for years and have had little dificulty in stopping at any time.",0,193
Lorazepam,"<b>Ativan (lorazepam):</b>			 My Dr. prescribed me sub-lingual Ativan 1mg for panic attacks. They work pretty well, though for bad episodes I need 2 or 3 pills. The sub-lingual pills take effect in 10 minutes which is awesome when you feel like you are going to die. I am also on an antidepressant for anxiety.",0,45
Lorazepam,<b>Ativan (lorazepam):</b>			 Ativan helps when I start feeling panicky and to rest easier when I find it hard to relax.,0,60
Lorazepam,<b>Ativan (lorazepam):</b>			 Great.,0,29
Lorazepam,I was having difficulty with anxiety attacks when I would try to sleep. This is the only drug that helped. I also found that I need it only occasionally now because it works so well. the knowledge that I have it is often enough to calm my anxiety.,0,18
Lorazepam,<b>Ativan (lorazepam):</b>			 I love this drug.  It helps to calm me down and keep me level headed even in times of extreme stress.  I honestly can not live without it.,0,118
Lorazepam,I have noticed that my dose of 1mg every 4 to 6 hours worked for a week or so before needed to increase my dose. I have colorectal cancer and have been it using for anxiety.,9,8
Lorazepam,I have been suffering from depression for some time. I recently had to find a new Doctor because we moved out of state. He changed my antidepressants and added ativan 1mg 3 x a day. It made me feel sane again and stop shaking. I certainly don't want to become dependent on it but our bodies change along with our mind and if this keeps my head up and makes me look forward to the sun coming up then I will take it till I need it.,10,16
Lorazepam,"I went to the doctor and told him that I was going crazy. For two days I did nothing but cried and I didn't know what I was crying about. At work I was very mean to some of my co-workers and I didn't realize it. Doctor put me on lorazepam 1mg, 1/2 as needed. I feel like myself again. Very Good.",10,20
Lorazepam,<b>Ativan (lorazepam):</b>			 Fantastic! Have tried other medicines but this is by far the best for anxiety.,0,98
Lorazepam,<b>Ativan (lorazepam):</b>			 This is a really good nerve pill. It does not make you feel tired.,0,70
Lorazepam,Keeps me from tossing my co-workers down the steps.,9,27
Lorazepam,Really helps my mother.,7,15
Lorazepam,<b>Ativan (lorazepam):</b>			 I was terrified of flying and my doctor prescribed me Ativan a day before my flight and 1 hour before my flight.  It works perfect for me.  Since then I don't have any panic/anxiety attack.  I enjoy every single trip I have now.,0,124
Lorazepam,"I have been on Ativan/lorazepam for 25 years, for anxiety and panic attacks associated with hypoglycemia.  Doctors say it does not treat hypoglycemia, but it has been very helpful in controlling the associated anxiety and panic attacks I had early after diagnosis.",9,25
Lorazepam,"I have been taking Lorazepam for about 3 years. My main problem was when I laid down at night to sleep, I would start thinking about all the things that was going on. I then would have a panic attack. It doesn't happen now. It works.",10,47
Lorazepam,"I've been on Ativan for 4 months now: 0.5mg once or twice a day to control my anxiety attacks. I only take if when I feel jittery, flushing in my face, a heavy headache akin to tension headache and dizziness. Usually these symptoms subside within 1 to 2 hours of dosing. Sometimes as quickly as half an hour and it is not often that I have to take 1mg in two divided (0.5mg) 6-hourly doses. Last month, I didn't take Ativan for 5 straight days and I didn't suffer any withdrawal symptoms or rebounds.",10,21
Lorazepam,"I've had anxiety for 5 years, and was constantly bouncing back and forth from valium and xanax.  I saw a new doctor and she prescribed me Ativan and told me it would last much longer, which it did.  It keeps me from anxiety attacks or calms me down in the middle of them.",10,17
Lorazepam,"After my heart attack, I began having anxiety attacks. Exercise would give me temporary relief but the anxiety would often return soon after stopping. One Lorazepam would control it for 1/2 a day or more. I didn't like taking it, but everyone said that controlling my anxiety while I recovered was more important. Now I would recommend to any heart patient to go to their doctor and get a a prescription for it to get them through the first year of recovery.",10,12
Lorazepam,"I have been taking this drug for 4 years and can say I am not addicted to it, I take it every day two daily as prescribed and without it I am not a nice person. Have to say it is a good drug, as for something to help you sleep, it has never done that. I have to take Ambien for that.",10,4
Lorazepam,"I was having a lot of problems with stress and anxiety, so I went to see a doctor about it and he prescribed Ativan for me and it worked wonders. I noticed my mood was better. I wasn't clenching my teeth anymore I was me again and it was great.",0,13
Lorazepam,<b>Ativan (lorazepam):</b>			 a great med helps me alot,0,48
Lorazepam,"<b>Ativan (lorazepam):</b>			 After waking up from a bad dream, my BP read 185/100.  I was nervous the whole day and I remembered that I was prescribed Ativan for this kind of anxiety.  As prescribed (1/2 of .5 mg - as needed), I took the pill and after 15 minutes, my BP started going down - felt relaxed and had a good sleep.  Wonderful!",0,146
Lorazepam,<b>Ativan (lorazepam):</b>			 Ativan is a life-line for me some days.,0,103
Lorazepam,"<b>Ativan (lorazepam):</b>			 Sleep, anxiety disorder or panic attacks, Ativan is very tolerable and very little side effects compared to Xanax and Klonapin (moody effects).",0,117
Lorazepam,<b>Ativan (lorazepam):</b>			 Be careful when using ativan.  Do not take doses more than 1 or 2 mg.  It is easy to get carried away and addicted to Ativan.  I find that it is a very effective treatment for anxiety when the RECOMMENDED DOSES are used though though.,0,225
Lorazepam,"<b>Ativan (lorazepam):</b>			 Dentist prescribed 3 for my last visit. He said to take two (1mg tablets) an hour before coming in. Did so, and I have to say they worked well. Wasn't bothered by the dentist at all this time!",0,66
Lorazepam,"<b>Ativan (lorazepam):</b>			 there was a period of time when i kept going to the emergency room for chest pains and shortness of breath. my heart and everything checked out perfect. i went to the doctor and described these episodes i was having and he prescribed ativan 2mg and i have never experienced the tightness of the chest as often once i discovered i was having panic attacks. it is very helpful and not too sedative, and it might not work for everyone, if possible try small rx or samples first.",0,153
Lorazepam,<b>Ativan (lorazepam):</b>			 Whenever I have a panic attack I have taken the 5mg dose and it seems to relieve the overwhelming feeling and I ca relax enough to re-group.,0,89
Lorazepam,"<b>Ativan (lorazepam):</b>			 My doctor put me on Lorazepam 0.5mg tablets (the generic Ativan) after having several panic/anxiety attacks at work. She called them chill pills and told me to take them when I feel an attack coming on (I work in a HIGHLY stressful environment during tax season), the drug worked wonders. I take one when I feel my chest getting tight and when I have difficulty breathing... aka an anxiety attack... and 10-15 minutes later I feel calm and a little less 'uptight'. Good stuff!",0,214
Lorazepam,"<b>Ativan (lorazepam):</b>			 I have an intense fear of going to the dentist, so they prescribed Ativan to me... It... Didn't do a single thing. I dissolved it under my tongue, as instructed by the pharmacist note. Half an hour later, nothing. Hour later, nothing. Even now, 8.5 hours after taking it... nothing. It didn't work on me. I was quite upset. The only thing it did was make my cheeks feel slightly poofier than usual. And maybe dizzy once while walking down some stairs a few hours ago.",0,53
Lorazepam,"I have been on Lorazepam for 18 months although, it says you should only take it for 4 months.It really helps with anxiety.I do not enjoy having to take it everyday but,I do not know what my other options are.",0,38
Clonazepam,"This clonazepam has been a godsend for me. I have severe anxiety and possible panic disorder, so whenever I feel really bad anxiety I take 0.5 mg and feel better within 20-35 minutes. It can also help me sleep sometimes, which is a plus. The only con is that if you take this during the day (I've had to many times) you WILL get drowsy. Other than that, this medication has been amazing for me. I'd definitely recommend it, although everybody is different.",9,8
Clonazepam,This medicine helped me a lot with my problem which is caused by anxiety. I couldn't sleep so my psychiatrist told me to take 1/4 before going to sleep. Now I am afraid that I am addicted.,9,2
Clonazepam,"Ive been taking this drug and the same amount for 6 yrs , I had the addiction discussion with my Dr . His attitude is I take heart medication which I depend on  I take Clonazepam for a heath issue  And I depend on it . I have no side effects and I live a normal life because of it , for me its been a very positive game changer . I take .250 mg three times a day , three days on and one day off ,",10,38
Clonazepam,"While it did seem to help anxiety, it didn't take me too long on it to notice that I was having strong self-destructive desires while taking this drug.  The warning on google (for klonopin) says clearly under the controlled substance area Can cause paranoid or suicidal ideation which is the kind of thing I was experiencing on this.  One or two days off of this drug, and the self-destructive thoughts went away.  Once I stayed off it a few weeks, those thoughts seemed to stay away too.  I just wish I could find another way to deal with the anxiety now, though.",2,7
Clonazepam,"I developed anxiety years ago. Tried SSRI meds but they gave me such bad migraines that the doctor was afraid Id stroke out. After prescribing me Clonazepam .5mg that I take as needed, it has helped me so much.  I dont have any bad side effects and I can function normally. Im thankful for it.",10,27
Clonazepam,"Klonopin 0.5 mgs has been a life savor.  I take it twice a day. No more horrible panic attacks. Really helps my anxiety. I have been on this for years. Never had the desire to take more, because it works for me.   This worked great for me!!",10,31
Clonazepam,"I am 27 years old and my psychiatrist prescribed my Clonazepam 2 years ago when my anxiety and sleep deprivation got out of control. I was prescribed 0.5mg 1-2x daily as needed, but usually taking 1/2-1 (0.25-0.5mg) tablet does the trick. Never had an addiction issue, never had any issues stopping or taking long breaks off of this medication. I dont abuse it and truly only take the bare minimum as needed.  I had tolerance issues with lorazepam and Xanax, where I felt like even after a week, I had to continuously increase my dose, but never with Clonazepam. 0.25-0.5mg is perfect when I do take it. Like with any medication, you just have to be careful and know the risks. Im grateful that my psychiatrist gave me something that helps. Without this medication I would not be able to function socially, go to work or sleep on my bad days.",10,33
Clonazepam,"This is a miracle drug for me.  I was on it for 7 years and slowly worked my way off of it 9 weeks ago.  Taking 3 months to get off of it.  I had the past 9 week be the most awful; it took me till last week to figure out it was anxiety.  I could eat, sleep or concentrate.  Within 8 hours of my doctor writing me the script. I was back to my normal self!",10,17
Clonazepam,I get annoyed when I google Klooipin and all I see is scare tactic's of how its so dangerous.  It's has been a life saver for me for the last 5 years.  I never abused it or ever even got the slightest remote high from it.  I take 2MG in the morning and 2 MG after 5PM. It literally saved my career as the level of anxiety that come over me was horrible and the only drug that stop my heart from pounding out of my chest is klonopin.,10,41
Clonazepam,"Ive been on Klonopin or Paxam or Revotril which is the Australian brands, for about a year and a half, 2mg a day for severe social anxiety. I tried countless SSRIs and Valium and Ativan werent strong enough. My Psych tried  to put me on Seroquel or Zyprexa to get me off but I declined. This medication works wonders for me. I can see my friends, go out to bars/ pubs and generally do my normal daily tasks like working and driving. The enormous downfall is that they are incredibly addictive and the potential for abuse is massive, plus the withdrawals dont get me started can make you crazy and can be life threatening. You just need to have self control and take it EXACTLY as your doctor tells you to. Otherwise youre in big trouble. This is a beast of a Benzo (not anywhere near as bad as Xanax) and not to be played with. All the best to those who are trying it!",9,17
Clonazepam,"What should I ask or how should I ask my doctor that the clonazepam that I have been taking for a few years now is not working and I am just getting worse, I have very bad Anxiety and Manic Depression. It's isn't getting better but worse?",7,11
Clonazepam,I have been having constant panic attacks with my reduced dose of Klonopin to 1/2 pill twice a day of the 0.5mg.  I have seen a few different dr.s and I m going back to someone who knows me instead of a stranger that has called my ex husband and left me out in the cold. I have used 2 pills this month to get ahold of my panic and will probably be a couple of days without meds .I don't know what to do since SSRI s don't agree with me,7,5
Clonazepam,"clonazepam is very effective for anxiety, however dependence  and tolerance can develop quickly to some of the effects. Essential to take it in accordance with the medical information provided regarding dosage, side effects and the maximum recommended length of time period can be taken. Longer use can expose you to unexpected mental health  issues. Make sure you always mention to your doctor if you take this medication even if using just intermittently.",6,7
Clonazepam,"I dont normally write these out, but Ill make an exception here.  Let me start off by saying I only gave it 8 stars because, yes, your body does become addicted to it. I ran out. Once. Tried this  mindfulness  junk for a week before it hit me like a truck. Next thing I know I go from ok to in the ER getting injections of Ativan for my BP being 180/140 and Heart rate off the charts. After the Ativan I was perfect in 10 minutes with a BP of 117/80 and 80 pulse. THAT being said, theres no denying the drug works. And it works pretty darn good. I had a heart attack at 30 years old. After that experience I developed GAD and it just gotten worse over time. Unfortunately, Klonopin is the only drug that keeps this under control. The fact my BP and heart rate are directly affected by my anxiety condition makes it a double edged sword. Ive been on it 2 years now at .5mg twice daily.  Yeah, youll feel a little woozy until your body adjusts, but it will go away.",8,20
Clonazepam,"This is my second review for Clonazepam. As I stated before, Ive only used it (for the past 8 years) on an  as needed  basis with favorable results. I do, however believe that this medication is not for everyone! My mother was prescribed this after my dad passed away suddenly and she had a not so favorable experience-brain fog, auditory hallucinations which obviously increased her anxiety. She had similar experiences when she tried Xanax.   Its a shame that Clonozepam has caused some individuals nightmarish results!! Clearly people react differently with this either taking it and/or weaning off of it. As others reviewers have stated, some have little or no problems with weaning and others are thrown into a tail spin that put them in the hospital. You really dont know how your body will respond to it. My heart goes out to the people who are still struggling with the aftermath of this medication!",8,11
Clonazepam,"This has been a life saver for me. I went down a spiral of depression and self destructive behaviour and was very resistant to see a doctor which made things worse. Also, I was scared of the fame that follows this substance. Once I decided to see a doctor and started the recommended dose - 0.5mg three times a day - life changed in a very acute way: intrusive thoughts were diminished, concentration went up and productivity went back to what it was before depression set in. It's been 4 years on it at the same dosage. This and the anti-depressant saved my life, once I was on the verge of suicide.  Nowadays I allow myself to skip dosages on a few days without any signs of malaise.  I can't say my experience is a textbook example of what it does, but in my personal experience I may say it was fundamental to avoid something worse.  In my country the recommended treatment limit is about 12 weeks; I'm well past that and, as I mentioned, I'm able to take drug holidays without negative effects.",9,23
Clonazepam,"Have been on .5 , .25 and now  .17 once daily.  Began med 20 months ago.  Had almost tapered off after one year all way down to .125, had a traumatic accident and panic attacks began.  Back up to .5 for 4 months.   This third time on this med.  First was 9 years!  Taper took 3 months first time,  no withdrawal.  Second time was 6 years later for only 1 month, no problem getting off.  This time has been harder.  But going slow and taking control of my taper is do-able.  Im down to .17 for 5 days now.  Had one poor sleep on 4th night, 5th night was better and days are ok.  I take gabapentin 600 mgs daily (two doses at 300 mgs each, am one and pm one).  It calms me and has made this much easier.  The reason I started tapering with gaba is I was having breakthrough panic attacks,  did not  want to increase dose.  Instead of going up, I went down.  Go slow!!!!!  Stick with it.  Ask about gabapentin to help.  This med stopped panic, but I will never choose it again.",6,5
Clonazepam,"Wish there were negative numbers to rate clonazepam. HORRIBLE stuff. Have been having anxiety and panic attacks over real situations (not just imagined). Took it once and felt like all the life had drained out of the world, not to mention staggering across the room. Cut dosage for second pill in half and felt nothing. Next morning I woke up and felt the worst depression and brain fog I have experienced in my whole life. PLUS extreme anxiety over feeling this way! It CREATES anxiety, plus depression, brain fog and lack of coordination. I'd rather have a normal panic attack and anxiety. This stuff is HORRIFIC. AVOID AT ALL COSTS. (To top it all off, people get addicted to it and can't come off it? What kind of bad joke is this stuff? Who paid off the FDA to approve it?!!)",1,15
Clonazepam,"Tried other medicines but  clonazepam works the best, I take it as needed 0.5mg along with clonidine 0.2mg",10,12
Clonazepam,"Ive been on clonazepam since I was 27 yrs old and I am now 51. I have complex PTSD, diagnosed at age 21. Age 27 I was put on medication. First I was on Zoloft, it gave me worse anxiety and I developed anorexia. Then Paxil I was really anxious and it scared me. I ended up in the hospital for 11 days,( I now know I had serotonin syndrome). I went to the hospital again and the emergency department told me to get off these medications and I was put on klonopin and when they ran out, I couldnt sleep and was extremely anxious and fearful.  I was prescribed 0.5 milligrams twice a day. My Dr now wont prescribe anymore so I had to go off. Ive been weaning off since September 2018. It has been hard but overall easy (staying mentally focused is key). Im now on .25 mg hoping to be off by 2020. This medication saved my life and Helped me get stronger emotionally and psychologically. I honestly  wouldnt recommend any medication for anyone who has PTSD ..therapy is best.",10,20
Clonazepam,"My clonazepam brand is complete garbage. I doubt that theres a half milligram in a 2 mg pill. They dont work, and actually cause more anxiety put you into withdrawal, cause massive nausea and headaches and more side effects then I can mention. Making this product in India with poor quality, them shredding documents and you guys selling batches that dont meet quality standards so you dont lose profits at the cost of peoples health is disgusting. Even though the FDA is useless from your big money lobbyists I am filing a complaint along with others that had to experience this horrendous fake medication. Everyone that works for this company belong in prison.",0,24
Clonazepam,"Ive been on Klonopin for almost 25 years. Ive been mostly .5 mg 3x per day but I usually only take it twice. Klonopin is an excellent medicine for panic and anxiety, which is what I use it for. It takes the edge off. Keep in mind though most medicines  have a trade off. For me, Klonopin has been a miracle drug but it does take the edge off everything. Creativity went way down, attention span, sex drive. Memory. Everything. Went off it cold turkey many years ago and it tore me up with withdrawal symptoms.",8,17
Clonazepam,"I've been taking 1mg Clonazepam 3x a day for many years, for MS and anxiety. One week ago I switch to the generic blue pill with the C 1 on it by Accord. It literally has little potency. I immediately made a complaint. Folks, if you have a complaint, nothing will be done unless you call your local FDA office!",1,11
Clonazepam,Been on 1mg up to 3 times a day as needed for anxiety for the last 3 years. changed my life greatly. Before taking this I would not make eye contact with people was always worried about little things and had ruminating and intrusive thoughts. I was also initially prescribed this for sleep but it does not really make me tired even at the max dose. but great for anxiety and panic disorders,10,33
Clonazepam,"PROBLEM is that the new TEVA without the scoreline has been released and DOES NOT work the same as the old version WITH the scoreline its just addicting. it does nothing else. it has caused me to be very sick... teva please, bring back the old formula.",1,14
