Drug,Review,Score,Likes
Abilify,I have been taking Abilify 10 mg for a little over a month and it has helped my motivation compared to Haldol 2 mg. I had lost interest in food and dropped to 100 lbs. I've gained 25 lbs in 6 weeks since starting this drug. My hallucinations and voices are still gone. I always feel wide awake and have been taking various things to sleep. Hoping the insomnia will pass because I am full of energy. Started working again hopefully will continue.,8,13
Abilify,"I started 20 mg Abilify a month ago and the only side effects Ive had is extreme restlessness.  Especially in the morning.  It has helped with paranoia but I think the help is wearing off after a month because symptoms are returning.  Im doing some for of CBT therapy which I hope isnt bringing back things or triggering my schizophrenia symptoms but Im still going on full force with medication because Ive always stopped taking them early.   Heres to hoping all these extra side effects that have happened only this last week end: increased anxiety, paranoia, and minor hallucinations.   On a side note these extra symptoms are manageable if Im keeping busy and not letting my mind take control.   I just have to stay once the passenger seat.",6,9
Abilify,"I started Abilify a week ago at 20 mg daily.  The only side effects Ive noticed is that I fall asleep fine but I do have vivid dreams and tend to wake up throughout the night, then in the daytime I seem to have an inability to sit still for extended periods of time without moving or stretching.  That part is mildly annoying.  However, I have noticed a slight increase in energy level or the ability to just get up and take my dog out for walks and have started to get more motivated to actually get stuff done around the house, which off medication was very hard for me to do.  Ive had no weight gain, or any other side effects yet but I have only been on it for a week.  20 mg is a high dose to start at but its what the hospital gave me so its what Im taking.  Ill update my post as I get a little further down the road with this medication.  But no voices as of late but still have those delusions that Im being watched and followed.",7,18
Abilify,"I have being on Abilfy for just a day, so far no side effects. I'm on 10mg and I know it's only being a day but I have no stiffness in my legs and my appetite is non existent, which I'm happy about. The voices have quietened down and I feel in a better mood. Hopeful and looking forward to getting back to work.  Fingers crossed it will continue:)",0,18
Abilify,I have taken 15 mg of Abilify for 5 months no side effects or weight gain yet so that's good. I don't crave food and gain weight like I did on Risperdal and had bad side effects on Zoloft. I feel tired for 2 hours after I take Abilify.    It's hard to stay asleep. I wake up and do the same thing over and over all night long.,7,20
Abilify,"It was okay. Lost 5 pounds the first week I was on it. My period also came back. My only problem was that it made it hard to stay asleep. I would fall asleep, wake up and do the same thing over and over.",7,11
Abilify,"When I was 24 years old out of nowhere I started having Schizoprhenia symptoms.  I believed incredible grandiose religious delusions, believed my television sets had cameras in them and believed when people coughed or made sounds they were mocking me subliminally.  I didn't receive treatment until the age of 30 and was working full time but getting myself in wreckless situations.  After I lost everything I have besides my awesome family, I was put on a Community Treatment Order (CTO)  and after 4 months on Invega I was extremely suicidal and thought I'd never regain my normal  life.  If there is one thing I have learned about meds it's that they take a lot longer to work than you think.  I have been on 10 mg of abilify for approximately six months and for the entire duration I would have intrusive thought and random urges, then finally going into the sixth month the side effects are really starting to subside and I'm starting to fully regain my emotions and not be afraid of people.",9,36
Abilify,My father was taking this drug because the pharmacy had a shortage of navane. This drug caused him to have a mental breakdown which caused him to have to be admitted into the psychiatric division of a hospital. His schizphrenia is much worse on abilify and it fails to treat the symptoms of his disorder.,2,12
Abilify,"Was on paliparidone for 6 months and pretty much wanted to die. Switched to Abilify 200 mg injection and things are much better. Took a very long time to get over the first medication but once I did the difference between the two was night and day. I am not dizzy when I stand up and my strength has returned. I still feel a little zombie like though so cannot give it a ten but no voices and no obvious side effects. If you are suffering from a not too severe case of schizophrenia, or a drug and alcohol induced psychosis, then this drug may just work for you. Best of luck.",8,26
Abilify,Abilify is good for me. Works really well taking the 20mg tablets. Not gaining weight like I did on zyprexa.,8,13
Abilify,"I was on invega for years. Was always drowsy and gained 100 lbs over 6 years. Then I switched to abilify last October 2017. Abilify worked so great for me, lost weight, wasnt drowsy, voices dissipated, etc. Then a month later the problems started, I fell into a deep hole of nonstop gambling. It started out as just a simple free code bonus for online casinos. It then turned into a full blown addiction. Drawing my bank account anytime I got paid down to 1-0 dollars trying to win. Always chasing my losses. It has gotten to the point where I started opening credit cards for more and more gambling. I have finally put my foot down and said  NO More!   I Saw my psychiatrist today and came forward with my issues. She told me to taper off abilify and switch to Vraylar. Heres to hoping the gambling floats away with the drug leaving my body!",6,11
Abilify,"I've been on this medicine for 2 weeks.  I'm suddenly not wanting to sleep my whole days away!  It makes my ADHD go through the roof though.  A lot of pacing.  I stopped ADHD meds because of the psychosis, but I think I may start them up again since I know I was getting psychosis because of schizophrenia and not necessarily the amphetamines. As for side effects besides the above first week had a stomach ache and slight headaches.  Totally worth it though.",7,11
Abilify,Not myself on this medication. Feel lethargic. Plus symptoms of depression have gotten worse and so as to being more paranoid. Feel emotionless and zombified after 2 months of taking it. Will never take this medication again,0,14
Abilify,Made me gain a lot of weight but also kept me stable.,3,10
Abilify,"My dear lovely abilify.. were should I begin? and what have you done? you feel deeply ashamed abilify.. who made you abilify? are they as poisonous as you are..? I would like to know.. because you have destroyed my health and my life.. no way back from here. Anxiety, suicidal, depression, weight gain, metabolic syndrome, confusion, apathy.  I am not my myself anymore...abilify what have you done? Who made you? And why so poisonous?",0,28
Abilify,"Stop using it! I've been on it for 2 years and feel like I'm dying. I've had hives diarrhea, racing heartbeat, dilated pupils, etc hair loss, insomnia, weight loss and scared  I'm for my life. It has worked well up until last two weeks. I'm aboriginal and  so no cost to me.",0,8
Abilify,"I was taking a lot of pills, some of which weren't working for me. Of course what works for the guy next to me might not work for me and vice-versa because our genetic make up is different. I have been taking this drug for about 3ish years and well I didn't noticed a difference until about 2 months ago when I raised the dosage by 5mg a day. I was on other antipsychotics as well as antidepressants and stuff for bipolar disorder. I'm on 400mg injection of abilify monthly as well as 5mg pill form a day still to this day. When I raised the dosage the voices stopped. They usually come back in some environments like at work, the gym or even when I get stressed but the voices and abnormal thoughts dimmed down dramatically I feel almost normal..",10,19
Abilify,"I started abilify in January of this year, 10 mg. I'm now taking 15 mg. This medication has given me back my life. No voices, no visual hallucinations. I still struggle with mild paranoia though. I can get through the day, and that's saying something!",9,26
Abilify,Hi my son takes abilify for audible hallucinations and it has not worked. Worst drug ever hasn't cured his psychosis either,1,5
Abilify,"Excellent medication! When I was first on Abilify I hated it. At first the doctors put me on 10mg which I hated because the dose was too high ( thinking about it now) . Then my doctor raised it to 20mg which was just making me even more emotionless. So I switched back to risperidone consta (injection), but I've always hated risperidone consta, so I thought my life was over. But then I noticed I had a full pack of abilify left over from before. So I decided to take just small dose of Abilify along side the risperidone consta, and guess what? The Abilify is great at such a small dose. It completely blocks the side effects of risperidone and I can live a greater life now. So I take  Abilify and have risperidone injection every 2weeks.",10,20
Abilify,"Taken ablify for over 8 months, gradually put on 20 lbs or so. Better than Seroquel Xr for weight gain and hunger pangs.",9,5
Abilify,At first i didnt like it but it helped. 60-90 days into the medication i was 100% me again. Thanks abilify,10,14
Abilify,"I had asked my doc to change my medicine from Loxapine to something else that would allow me to get back to my baseline weight.  In 3 months, didn't see any movement towards my baseline weight.  I have been exercising (weights + cardio) for 1.5-2 hrs a day 6 days a week during this time as well while maintaining a pretty disciplined high protein diet.  My body fat % came down from 22% to 20% in a couple of months, but hasn't gone lower after that.  It's disheartening to see all that hard work yielding not so great results, which further affects my motivation to exercise considering I'm not seeing any more results.  So this med hasn't been weight neutral for me (compared to baseline wt.) although I didn't gain any more weight on it either.",6,4
Abilify,"Abilify 20 mg. I am a patient diagnosed with disorganized schizophrenia, depression,  schizoaffective disorder, bipolar.  I have experienced a sensitivity to my emotions, as well as how I react to my feelings.  I really don't feel out of the normal with any sexual frustration...and I wouldn't say this has increased/decreased.  I feel less anxious on the medication, and seemingly more at ease with myself when I take this medication.  It is a hard step to have people telling you that you actually do better on this pill, when half your life ago, you didn't have mental illness, and suddenly you become someone else.   My weight did fluxuate when on this drug.  But I feel it was due to stress factors outside of a regular environment.  I feel if you place yourself in good surroundings and support you do much better at being the person you are here to be.  I am so much happier in life with a routine.  I feel like I only referred to enlongated periods of sleep because of depression, and events surrounding certain time frames hence thoughts, and reactions. Abilify (aripiprazole) My instant reaction from this drug is concern for my well-being.  I am nervous because I am one of the people taking this drug till the stars fade, every day to my last.  My doctors all seem to say the same thing, and that is, This medication is working for you.  I do blood tests when I go into the Hospital freqently, and they are not finding anything off the charts and everything is always normal with my vitals.  My thought is, how do they consider this medication works for me?  Because I am not showing side effects?  Because I am accepting?  I feel I have to hold patience, my own value, what I care about around me to help better myself mentally and my virtue.  I feel that I am just not the type of person to curbside answers to things we wonder deeply about, I guess.   I don't know if there are any people who would agree then that I should ask if there are any women who have taken abilify during a pregnancy?  Just wondering what the reaction is...  Is my question?  I am a 30 year old female diagnosed with Mental Illness starting in 2004.  I started to take Abilify 20 mg. in 2004 to present.  Overall, since this medication has not been threatening to me, I feel I should embrace it.",10,44
Abilify,"i was on the verge of disaster, my psychiatrist introduced aripiprazole 10 mg with least dosage. in the beginning i faced stomach problems which ended in a month time. the best result i received only after 4 months usage",10,5
Abilify,"I cannot imagine why I stood so long time on it! I stood on Abilify at 3 years time and 2 months. My problem with abilify was that my bloodsugar level increased and I became extremely Hungry all the time. If you have bad bloodsugar you need to eat often. And on everyrhing. I even gained weight on the slightest. The only positive was that I was not psychotic on it and my dreams when I was sleeping was OK! But Abilify affected my personality, I was not ME on it.. I was like somebody else but I do not know who! Abilify serve only 2 of 10.",2,14
Abilify,"I gained 60 pounds and had to go off of it because of that, it also made me tired and have panic attacks",1,11
Abilify,Weight gain!! increased my hunger and affect the metabolism! Need to eat often and was not myself on it!,1,6
Abilify,Hated it. 55 pound weight gain in 6 months. Completely ineffective for psychotic symptoms (delusions). Severe anxiety (prescribed 3 xanex per day to cope) and depression. Not for me.,1,16
Abilify,"Within 1 week of taking 1 tablet , my auditory hallucinations had nearly disappeared and then increased the amount to 1 1/2 tablets and was and am amazed this product. Its giving me my life back again......",8,25
Abilify,"My son was started on abilify after 11 years on zyprexa. First he was zombie like and now a year later he is paranoid, delutional and a lot of cognitive deficits .Worst drug ever!!!!",1,22
Abilify,This medicine is really helpful with voices but my paranoia and depression has got worse,7,20
Abilify,It does stuff I never thought meds would do.  It has made corrections to my perceptions and how I look at things and my racing thoughts,10,27
Abilify,I took abilify since I was 19 I'm now 33 it makes you feel restless I plan on getting off this medicine as soon as I talk to my doctor,0,13
Abilify,I took this medication after being on resperidone which made me really tense but abilify really works for me still hear voices in a distant way and still will be increasing the dose,7,15
Abilify,This medication made me feel like my brain was fried it was so hard to think and it made me feel hyper on the inside but made my body feel tired and lazy it was a horrible feeling and it made my schizophrenia worse!!,4,16
Abilify,"I took Abilify for only three days, half of the minimum dosage a day, which is 2,5 mg, still enough to cause me a collapse in which I almost died! I quit immediately but I still experienced heart problems for the following two months.",1,19
Abilify,I've never taken medication for my symptoms before. This medication makes me feel loopy sometimes and it seems like my eyes fly back for a second sometimes. It helps within a few minutes of feeling anxiety or really depressed. It has so far also made the voices sound more distant.,8,19
Abilify,"On the good side it only had one side effect for me, and that was a little bit of a increased heart beat I could feel and it made me feel like I was going to a concert or just won a prize, it felt not too bad knowing the other medicines out there for schizophrenia.",6,12
Abilify,"My experience with abilify has been great because I no longer have schizophrenia or psychosis. I have been on this medicatiom since 2008 and I have never had any side effects at all, which is brilliant! I also feel so much better since I was diagnosed, like I am a new person.",9,88
Abilify,"I have had three psychotic breaks, all cannabis related. This medicine helped me control the last one at 20 mg while no other medicine could. The only downside are robot-like hands.",0,20
Abilify,Struggled with paranoia for 20 years while taking Effexor only. Checked into a psych ward after a manic episode and they added 5mg Abilify. I was skittish for a month but then the paranoia and general suspicious nature just went away.. I still see a shrink every month for upkeep but I'm the happiest I've ever been in my life and I swear by this medicine! Clear head and no side effects.,10,68
Abilify,Abilify has improved my negative and cognitive symptoms on dose of 25 mg after 3 weeks being on it.,8,38
Abilify,"My now 23 yr old son has been on Abilify since may 2012. Initially on Clozapine but way too zonked. His history is recreational cannabis use caused a psychotic break. Not smoking now or intending to.  Hospitalized and medicated. They were surprised and pleased at how quickly he regained his self awareness, home in 2 weeks but recommended at least 6 months meds to forestall relapse. He feels very detached from us and himself, on 10 mgs still. He is nervous of relapse especially since told one of the symptoms of a recurrence would be inability to sleep.   Meds reduced in December.",10,37
Abilify,"I used to hear bad voices in my head,and thought the government was watching me, had evil thoughts in my head while hearing voices. My doctor prescribed me Abilify,and within 2 days all the voices went away, as long as I take it, the voices are not there. What a miracle it has been for me.",9,113
Abilify,Excellent I don't hear voices. I feel normal.,10,57
Abilify,"I switched from Risperidal to Abilify two years ago.  On 15mg and it works much better for me. On Risperidal my symptoms (paranoia) still poked through, but not anymore.  Also the side effects are a lot less present.  I still sleep about 10 hours though. Otherwise my functioning is high.",10,58
Abilify,"Side effect: pacing alot, facial movement.",1,24
Abilify,"Worked great on my son, but side effect of restless leg syndrome made it too annoying for him to continue to take.",6,24
Abilify,"I have recently been placed on Abilify 20mg for early onset schizophrenia.  Previously I was on Amisulpride which made me very tired and gave me problems with sexual dysfunction, Abilify has provided me with a symptom free solution.",8,36
Abilify,"Switched to Abilify from a high dose of Risperdal. Weight gain much less of an issue with Abilify, but drowsiness, depression and lethargy are a problem. Does not help with any negative symptoms. Abilify maintains a mental state with minimal psychotic symptoms for me, but also causes lactation and motivational problems.",5,31
Abilify,"I took this pill for 2 months. I couldn't take it, I had nausea and vomiting. The only good thing was that I lost 20lbs when I was on it.",3,18
Abilify,"My treatment for first episode psychosis started with olanzapine (Zyprexa). It was working really well but was leading to side effects amongst which weight gain was the most significant amongst them. So, eventually aripiprazole was started and I am on it for a while. It seems to be a good medicine with very few side effects and it has worked really well.",9,29
Abilify,"It has helped a little with the voices I hear and help a lot with visual hallucinations, but not touch hallucinations. Does not help that much with Paranoia.",7,30
Abilify,"Worst experience of my life. Stuck in mental ward, oral administration at first. Unusual sensation and altered perception of internal space were the immediate experienced effects. Later injections. Developed tics that refuse to subside. Perceived loss of cognitive ability.",1,32
Abilify,"Just as a warning, I got rushes of aggression on Abilify. My psych said that is not uncommon, as the medicine does not suit everyone.",1,31
Abilify,"I've been on a variety of medicines over the years, including Risperdal, Geodon with Zyprexa, and now Abilify.  Though I feel I'm overly medicated at 40mg per day of Abilify, I've improved to the point where I don't hear voices or feel paranoid anymore and am active in the community. I take it at night and sleep around 9 to 10 hours per night.  Not sure if that's normal with Abilify or not, but I'm not complaining.  Surprisingly no other side effects.",9,52
Abilify,"So far, so good. Abilify is extremely strong, so I have found I am fine with just 5mg daily. Taking a lower dose gets rid of most of the unpleasant side effects (restlessness and constipation).",7,31
Abilify,"I've been on Abilify for about two months. So far I've found it to be weight neutral. At first I felt faint a lot but much less now. I also had tremors at first and difficulty speaking with a lot of tiredness but all that has passed. In all it helps my psychotic symptoms and delusions, not 100% but its good enough. I would recommend it to anyone its prescribed.",7,41
Abilify,"My mom who was on Prolixn for years was put on Abilify in 2005 and was on it until 2007.  She became more needy and more annoying, but wasn't having the psychotic symptoms as bad.  The mental health center who was regulating her medication never checked her blood sugar, only blood pressure.  She took a random blood test at a Walmart store and found her blood sugar was way out of control.  She comes from a family with no history of diabetes, and she did drink soda or eat high sugar foods.  She stopped taking the Abilify cold turkey which caused her to rebound into severe schizophrenic episodes. No one could reason with her.",1,37
Abilify,"I was on one Abilify for three years, for schizophrenia. At first I thought it was pretty good. It helped with motivation. But then I started gaining weight. Weight gain on Abilify is very unusual, my doctor said.  Anyway, I gained over 50kg, going from nearly skinny at 78kg (I'm 6 foot 1 inch) to morbidly obese at 132kg. Now I'm on ziprasidone (Geodon/Zeldox) and I have lost 7 kg in six months. Hopefully that weight loss will continue. So if you start gaining weight on this drug, don't ignore it, talk to your doctor about changing medicine.",5,29
Abilify,This medication has helped my son a great deal. He developed schizophrenia when he was 16.5 years old. He came forward with his symptoms at age 18 and has been on Abilify for three years. Thanks for the medication. I wish they would get a generic form of it. $700.00 a month is huge for a thirty day dose.,8,43
Abilify,"This medication over a years period began to make me become well, not cured. I noticed it beginning in 2008. I was isolated since 1991 in my apartment. Now I'm riding the bus. I don't believe the abilify did this by itself. I helped it along.",0,38
Abilify,I've tried many anti-psychotics and this one seems to have a good effect.,6,21
Abilify,Works great - side effects minimal,10,20
Abilify,I've used 5mg daily for three weeks. My delusions and paranoid feelings passed. I still have hallucinations (voices and visual). It's helped my thinking. Though it makes me very tired in the day. I hope it will continue to help.,7,31
Abilify,I have been taking abilify for a week and it seems to be working. I take 5mg. The only thing I hate is it makes me sleepy. I wish that would stop.,0,24
Abilify,I take this drug at night.  I would not recommend taking it in the morning.  It has really helped my paranoia. I have been taking it since 2004.,10,81
Olanzapine,"This medication works to make the voices less irritable to listen to, and that's the upside.  Though fortunately I'm not forced to take it.  That's because I don't feel like me anymore just taking it once.  I can feel my emotions, thoughts, completely gone.   This really is sort of relaxing but it's a dull feeling in my mind.  I don't like it whatsoever.  I'd only take it if I really needed a break, though still I may think twice next time.",3,1
Olanzapine,<b>Zyprexa (olanzapine):</b>			 It has worked well for me I had bad mani.    have gained weight though but zyprexa is very calming.,0,2
Olanzapine,"Once youre convinced you are no longer going back to the habit that put you on the med. then taper slowly, watch, if youre doing well, rapidly, watch. You can break 5mg Olanz tablet into four(get Olanza-5... Pharma Plus) take 1.25 every night for a week, go once in 2 days.. progress to 1.25mg(1/4) once a week. Watch... Check name!! Dont get too Excited being Me.. Feed ur Brain Fruits.. Eat Good.",7,0
Olanzapine,"I'd give this drug 0 out of 10, even less if possible. This drug caused me excruciating testicular pains lasting for 30+ minutes many times. I've been stabbed previously, in the hand and I can tell you that being stabbed hurt a damn-site less then taking this drug. In conclusion, I'd rather be stabbed then take Olanzapine.",1,2
Olanzapine,<b>Zyprexa (olanzapine):</b>			 I take 10 mg of zyprexa in the morning and at night. I use 1 mg of cogentin morning and night to stop side effects. Then I use 50 mg of vistaril for my anxiety.  But zyprexa makes me feel worse. The voices are still there. I'm more paranoid. I've gained 20 lbs in 1 month time. My appetite has increased. I have tremors throughout the day.  Plus the vistaril doesn't help much with my anxiety. I can't wait to see my doctor and get something else! I wouldn't recommend this medicine to nobody from my experience.  But each person is different.,0,3
Olanzapine,"This drug olanzapine cured my delusions that I couldn't stand every day since I was mentally unstable. I was feeling guilty all the time for no good reason it was weird to describe, I wasn't schizophrenic at all but playing with meds like lexapro changing quantities constantly day after day was a really really terrible mistake. After that I fell in to a guilt trip for something I did in the past that caused me to go crazy it's like PTSD but so much worse, my heart was about to explode. It's like demons tell me just finish yourself you're not a good person at all for doing this and that. After days of torture and delusions I got on olanzapine it made me calm no intrusive thoughts anymore no guilt anymore, but the down side effects of it, completely numb no emotions at all, all my senses are decreased to some degree, no motivation, waking up confused and sad.. I will give it a 7... sorry if my english is bad",7,1
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I was on Zyprexa for 1 month and 1 week and in that time I gained 20+ pounds and did not help with ANY of the symptoms I was having. Didn't help with voices, delusions, paranoia. Nothing. Was really a complete waste of time and to top it off ruined how I look. (I used to be a very thin 160 pound male, and am now 220...) that's from all the antipsychotics I've tried combined. Zyprexa being the worst one for weight. I give zyprexa a 2 only because it did sedate me a bit relieving anxiety. I'm now on Loxapine which is supposed to be weight neutral but I'm still putting weight on from that a bit.",0,7
Olanzapine,"Hi I got put on olanzapine, lasted only 5 days on it, then I stopped,had too couldn't handle not being able to sit still at all,plus made my anxiety worse and had the worst nightmares ever, that  I wasn't having before and they stopped when I stopped the olanzapine",1,2
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I was on Zyprexa at 25mg (had Psychosis) for a few months, literally, the worst months of my life, all I wanted to do was eat and sleep so tired and foggy and I had no motivation so glad I ignored doctors and got off it as soon as I possibly could.  if there was an option for Zero I would give that this stuff is utter garbage.",0,16
Olanzapine,<b>Zyprexa (olanzapine):</b>			 I started stelazine but the Extrapyramidal symptoms (EPS) WAS TOO MUCH TO Handle so I take 5mg of Zydis to counteract the symptoms.,0,2
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I was on 15 mg of Zyprexa and it completely got rid of all my symptoms. The only complaints I have are weight gain and sedation. I gained 70 lbs in a 6 month period and slept for 14 hours every night. My cholesterol went over the maximum limit and my blood sugar rose to a level that made me a prediabetic. Other than that, I would try this drug again.",0,8
Olanzapine,"My mother takes 5 mg of Olanzapine in the morning and 10 mg at night. When she isn't spitting out her pills, it seems that they don't make much difference. If she hasn't spit out her pill, she will take a nap after taking it. After a few hours, she'll be back to talking nonstop and nonsensically for the rest of the day. She seems high all the time. (She has no access to street drugs.) My mother has been on crazy meds for so long that I don't know that anything would work. Haloperodol makes her worse. A high dose of Valium that is supposed to sedate her for 24 hours only lasts for a few hours.",1,3
Olanzapine,<b>Zyprexa (olanzapine):</b>			 This is the worse drug caused inability to do anything even stopped talking was given 15 mg by psychiatric hospital,0,9
Olanzapine,"Dont know what would of happened if I hadnt been put on olanzapine, I was in a terrible state, seeing things, hearing things, suicidal and a complete mess. Olanzapine has saved my life, yes Ive gained weight but hey ho Im better",8,12
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I started off with 10mg, 7mg and currently 5mg  After refusing to take any medication because of prior complications and skepticism I finally gave in and decided to give it a try as a last resort. I started with 10 mg Abilify which made me very tired, sluggish and depressed so I switched to zyprexa 10mg the tiredness went away. paranoia went away. There are a few side-effects however like lack of motivation or anhedonia and significant weight gain but overall I'd say if you're struggling give zyprexia a try to balance out the depressiveness and lack of motivation which is still an issue with taking antipsychotics zi also take antidepressants Cymbalta",0,7
Olanzapine,"It helped my positive and negative symptoms of schizophrenia for 9 months, then I developed tolerance and my depression returned and once even worsened after Olanzapine injection.",5,4
Olanzapine,Been taking this drug for almost a year and the longer I stay on it the more illogical I become. For the record I'm not an illogical person but this drug just makes me that way because I'm tired all day long.....,1,9
Olanzapine,<b>Zyprexa (olanzapine):</b>			 15mg of Zyprexa made me cry uncontrollably  and it dulled my emotions with drowsiness.  I don't know if I should continue with this because it's done more harm than good.,0,16
Olanzapine,<b>Zyprexa (olanzapine):</b>			 For 5-6 years I have taken Zyprexa for schizo affective disorder . Weight gain isn't a problem if you lift weights 5x5 and eat lots of protein during the day and a casein shake at night. You might still gain weight but it'll be muscle as long as you cut out carbs and sugar while eating more protein than your body weight and a lot of  fat that'll do it...,0,16
Olanzapine,<b>Zyprexa (olanzapine):</b>			 It has some initial side affects like feeling dizzy. But all in all after more than 7years I totally like the drug. I have been on 5mg for about 5years now. I took 5mg all through my pregnancy based on doctors advice and I gave birth to healthy baby girl 2 years ago. I was also able to breast feed because the drug was not found in my breast milk due to low dosage I was using   according to doctor's report.,0,20
Olanzapine,"Olanzapine is the only thing that has worked for me. Gives me good sleep, improves my appetite, keeps my mood up, balanced and happy, curbs psychotic tendencies. Only weird side effect is that I feel that I get stimulated from it in some way. In that I have a more intense inner dialogue because of it. Self talking if that's what you would call it. I have considered changing the drug because I thought it was promoting my psychosis inside while normalizing my behavior on the outside but each time I stop it I can't sleep I get very very agitated and I feel like there's a burning in my skull and I feel like my mind is being seared. I think I have just become dependent on it. But that's ok since it keeps me going.",10,8
Olanzapine,"Zyprexa / olanzapine made my psychotic symptoms, delusions, paranoia and auditory &amp; visual hallucinations far worse. It took me a while to notice the connection. Whenever I take a break from it, it's hard to cope at first, but within days/weeks/months my symptoms become less intense; I got better. At first I assumed the continued worsening of my mental state was simply my disorder developing by itself. I had to increase my dosage to cope with this.Then, as I took a break from the meds, my issues reversed. I finally gave up the meds and my psychotic symptoms are similar as to how they were before I was prescribed olanzapine, but not nearly as severe as they were whilst on the medication. This medication did more harm than good. Is it actually researched enough to be prescribed as easily and often as it is? Loads of my friends take it for anxiety, depression, bipolar (although my observation is that it did help my friend during a manic episode), sleep issues, ptsd and so on.",1,8
Olanzapine,When I stopped this awful med I had extreme throbbing headache,4,4
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 Ive taken Rexulti, ability, vrylar, resperidone, and now trying Zyprexa.  Its been about a week and the delusions/hallucinations are still extremely there if not worse. This stuff makes me sleepy, I get a good nights rest.   I'm going to take it a few more weeks to see if it overall works, a week probably isnt long enough for a good trial period.",0,6
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I am  overall very pleased with Zyprexa for my Schitzo affective disorder. My son says he's never seen me so welI. I've been on this medication for about 8 months. I've gained about 25 kgs which I hate and I need about 10 hours sleep each night, but at least I am well.",0,14
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I take 10 mg of zyprexa at night and it makes me feel like it I've been chemically lobotomized.  Not to mention the irritability  And being tired all the time. This medication made me sleep for 10 whole hours and I still feel sleepy after waking up. Also my motor skills have been cut in half, I keep stumbling over stuff like I'm drunk and having blurred vision all day.  This medication is a mental handicap in a bottle.  How in the world does this help out with schizophrenia and depression??  I would not recommend this medication to anybody. Eli Lilly should be ashamed of themselves.",0,23
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 While I am schizoaffective, I was put on 2.5mg (now 5mg) of zyprexa for intractable insomnia after averaging 2 or 3 nights a week without sleeping. I now go without only sleep once a week. I also sleep much deeper. Unfortunately, I have gained 2.5lbs a month on it and have gone from normal blood sugar to circling pre-diabetic.  My doctor put me on 7.5mg briefly but my appetite was unreal. I wish I could take more but I've already put on 30lbs. I can't say if it has impacted my psychosis as the other anti-psychotic was working when I started on this. I think it helps with my anxiety. I sometimes take an extra pill when I have an anxiety attack. It helps but maybe it is the placebo effect.",0,11
Olanzapine,"<b>Zyprexa (olanzapine):</b>			 I took this medication for 9 months before the voices in my head went away. I continued taking this medication for two years. I'm still not convinced that this medication had anything to do with the voices going away. I think if it were effective, the voices would have stopped sooner. I also always felt sedated and never had any motivation to do anything. I used to be the person who always read all of the recent news and was well-informed but this medication turned me into a lazy and ill-informed person. I also used to run and do yoga often but this medication made me have no motivation to do those things anymore. I gained 40 lbs on zyprexa. I just started taking latuda two weeks ago and I have already lost 10 lbs and I feel like I have much more energy and motivation. The only issue is that now I have insomnia from zyprexa withdrawal. I wish my doctors would have originally prescribed latuda instead of zyprexa so I wouldn't have had to deal with the withdrawal.",0,11
Olanzapine,"I have been on a 2.5 mg pill a day dosage for a while, and that was ok. I didn't expect that after 3 years of it working well, I would start experiencing brain fog, dizziness, slurred speech, excessive sweat, and in an downward spiral start losing control of my mind.  I have been prescribed the 5mg one but I feel lightheaded all the time as if I'm gonna faint , and I couldn't stay awake more than 8 hours the first days because of it. The delusion I have is that I will die, of a brain cancer , every night I think of that before going to sleep, I wish I never got Schizophrenia.",6,4
Olanzapine,"The drug is not entirely good. Like most other drugs, it has its own good and its bad. For me, I've been on it for 11 months now and I can assure you, it wasn't easy at first. But now I'm used to it. It relieved all my symptoms and I'm doing fine. I had to change mindset and accept the diagnosis of schizophrenia before it actually started to show its effectiveness. Nothing good comes easy. No matter how hard, if you face your fears with courage there is certainly light at the end of the tunnel. Just be true to yourself",0,12
Olanzapine,I had a crazy paranoia after having a 4 child. They said severe postnatal depression.  I agreed.  Something wasn't right. But meds took my paranoia in next 3 days which is wonderful but as I was eating healthy I started to munch 2500 calories a day. I really recommend to get substitute.  I will ask tomorrow to the Dr,6,1
Olanzapine,"I am a caregiver for a friend with schizophrenia.  She refuses to take her meds because she says she doesn't need them.  While hospitalized with her Olanzapine tablets they were  crushing up the up, dissolving in water and then placing in food or drink.  The  liquid dissolves into food, including pizza and coffee without a trace and without changing the taste.  This asset of this drug has made things so much easier.  After about 6 weeks of 10mg a day, she is so much easier to get a long with and no longer a consideration for a danger to herself or others.  Highly recommended for those patients that have responded well to Olanzapine (Zyprexa) while in the hospital or previously.",9,3
Olanzapine,I actually said to the person whom hallucination I was hearing that I have taken the medicine then they didn't spoke for 8 hours it was sunday.  I think they said the person should talk with you on a phone or something maybe he/she is hiding something like a built in speaker or something.,0,2
Olanzapine,"Been on 25mg of Zyprexa Zydis, 5mg in the morning and 20mg in the night. It cause weight gain from 45kg to 53kg, tremor and restlessness for me. I see a decrease in hallucinations but still delusional.",5,6
Olanzapine,did not sedate or do anything felt like a sugar pill.,1,0
